问题id,问题文本,知识点名称,认知目标层次,知识点类型
5f7f1b5dde8ec80020d3127c,某中学规定学生体育成绩满分为100分，按课外活动成绩、期中成绩、期末成绩2：3：5的比，计算学期成绩.小明同学本学期三项成绩依次为90分、90分、80分，则小明同学本学期的体育成绩是            分.,加权平均数的计算,应用,题型
5f7f1b5dde8ec80020d3127c,某中学规定学生体育成绩满分为100分，按课外活动成绩、期中成绩、期末成绩2：3：5的比，计算学期成绩.小明同学本学期三项成绩依次为90分、90分、80分，则小明同学本学期的体育成绩是            分.,加权平均数,记忆,知识点
5f7f1f69de8ec80020d31289,先化简，再求值： $\frac{x^2+2x+1}{x^2-1}-\frac x{x-1}$ ，其中x＝5.,分式的加减法则,理解,知识点
5f7f1f69de8ec80020d31289,先化简，再求值： $\frac{x^2+2x+1}{x^2-1}-\frac x{x-1}$ ，其中x＝5.,分式的化简与求值,应用,题型
5f7f3181e8cfa8dc3ed30fcf,$\vert-\sqrt2\vert$ 的平方是(   ) A. $-\sqrt2$  B. $\sqrt2$  C.-2 D.2,乘方运算,应用,题型
5f7f3181e8cfa8dc3ed30fcf,$\vert-\sqrt2\vert$ 的平方是(   ) A. $-\sqrt2$  B. $\sqrt2$  C.-2 D.2,有理数乘方的符号法则,理解,知识点
5f7f31a0de8ec80020d312a2,据央视网消息，全国广大共产党员积极响应党中央号召，踊跃捐款，表达对新冠肺炎疫情防控工作的支持.据统计，截至2020年3月26日，全国已有7901万多名党员自愿捐款，共捐款82.6亿元.82.6亿用科学记数法可表示为(   ) A.0.826×10<sup>1</sup><sup>0</sup> B.8.26×10<sup>9</sup> C.8.26×10<sup>8</sup> D.82.6×10<sup>8</sup>,近似数与精确度的定义,记忆,知识点
5f7f31a0de8ec80020d312a2,据央视网消息，全国广大共产党员积极响应党中央号召，踊跃捐款，表达对新冠肺炎疫情防控工作的支持.据统计，截至2020年3月26日，全国已有7901万多名党员自愿捐款，共捐款82.6亿元.82.6亿用科学记数法可表示为(   ) A.0.826×10<sup>1</sup><sup>0</sup> B.8.26×10<sup>9</sup> C.8.26×10<sup>8</sup> D.82.6×10<sup>8</sup>,用科学记数法表示数及递用还原数,应用,题型
5f7f3348de8ec80020d312a4,下列等式中成立的是(   ) A.(-3x<sup>2</sup>y)<sup>3</sup>＝-9x<sup>6</sup>y<sup>3</sup> B. $x^2＝(\frac{x+1}2)^2-(\frac{x-1}2)^2$  C. $\sqrt2\div(\frac1{\sqrt2}+\frac1{\sqrt3})＝2+\sqrt6$  D. $\frac1{(x+1)(x+2)}=\frac1{x+1}-\frac1{x+2}$,分式的加减法则,理解,知识点
5f7f3348de8ec80020d312a4,下列等式中成立的是(   ) A.(-3x<sup>2</sup>y)<sup>3</sup>＝-9x<sup>6</sup>y<sup>3</sup> B. $x^2＝(\frac{x+1}2)^2-(\frac{x-1}2)^2$  C. $\sqrt2\div(\frac1{\sqrt2}+\frac1{\sqrt3})＝2+\sqrt6$  D. $\frac1{(x+1)(x+2)}=\frac1{x+1}-\frac1{x+2}$,幂的乘方运算法则,理解,知识点
5f7f3348de8ec80020d312a4,下列等式中成立的是(   ) A.(-3x<sup>2</sup>y)<sup>3</sup>＝-9x<sup>6</sup>y<sup>3</sup> B. $x^2＝(\frac{x+1}2)^2-(\frac{x-1}2)^2$  C. $\sqrt2\div(\frac1{\sqrt2}+\frac1{\sqrt3})＝2+\sqrt6$  D. $\frac1{(x+1)(x+2)}=\frac1{x+1}-\frac1{x+2}$,幂的综合运算,应用,题型
5f7f3348de8ec80020d312a4,下列等式中成立的是(   ) A.(-3x<sup>2</sup>y)<sup>3</sup>＝-9x<sup>6</sup>y<sup>3</sup> B. $x^2＝(\frac{x+1}2)^2-(\frac{x-1}2)^2$  C. $\sqrt2\div(\frac1{\sqrt2}+\frac1{\sqrt3})＝2+\sqrt6$  D. $\frac1{(x+1)(x+2)}=\frac1{x+1}-\frac1{x+2}$,二次根式的混合运算,应用,题型
5f7f3348de8ec80020d312a4,下列等式中成立的是(   ) A.(-3x<sup>2</sup>y)<sup>3</sup>＝-9x<sup>6</sup>y<sup>3</sup> B. $x^2＝(\frac{x+1}2)^2-(\frac{x-1}2)^2$  C. $\sqrt2\div(\frac1{\sqrt2}+\frac1{\sqrt3})＝2+\sqrt6$  D. $\frac1{(x+1)(x+2)}=\frac1{x+1}-\frac1{x+2}$,平方差公式的定义,记忆,知识点
5f7f3348de8ec80020d312a4,下列等式中成立的是(   ) A.(-3x<sup>2</sup>y)<sup>3</sup>＝-9x<sup>6</sup>y<sup>3</sup> B. $x^2＝(\frac{x+1}2)^2-(\frac{x-1}2)^2$  C. $\sqrt2\div(\frac1{\sqrt2}+\frac1{\sqrt3})＝2+\sqrt6$  D. $\frac1{(x+1)(x+2)}=\frac1{x+1}-\frac1{x+2}$,分式的加减运算,应用,题型
5f7f3594e8cfa8dc3ed30fd0,为了了解学生线上学习情况，老师抽查某组10名学生的单元测试成绩如下：78，86，60，108，112，116，90，120，54，116.这组数据的平均数和中位数分别为(   ) A.95，99 B.94，99 C.94，90  D.95，108,中位数的计算,应用,题型
5f7f3594e8cfa8dc3ed30fd0,为了了解学生线上学习情况，老师抽查某组10名学生的单元测试成绩如下：78，86，60，108，112，116，90，120，54，116.这组数据的平均数和中位数分别为(   ) A.95，99 B.94，99 C.94，90  D.95，108,平均数的计算,应用,题型
5f7f3594e8cfa8dc3ed30fd0,为了了解学生线上学习情况，老师抽查某组10名学生的单元测试成绩如下：78，86，60，108，112，116，90，120，54，116.这组数据的平均数和中位数分别为(   ) A.95，99 B.94，99 C.94，90  D.95，108,平均数,记忆,知识点
5f7f3594e8cfa8dc3ed30fd0,为了了解学生线上学习情况，老师抽查某组10名学生的单元测试成绩如下：78，86，60，108，112，116，90，120，54，116.这组数据的平均数和中位数分别为(   ) A.95，99 B.94，99 C.94，90  D.95，108,中位数,记忆,知识点
5f7f3713de8ec80020d312a8,若抛物线y＝ax<sup>2</sup>+bx+c(a＞0)经过第四象限的点(1，-1)，则关于x的方程ax<sup>2</sup>+bx+c＝0的根的情况是(   ) A.有两个大于1的不相等实数根     B.有两个小于1的不相等实数根     C.有一个大于1另一个小于1的实数根     D.没有实数根,利用二次函数的图象解决一元二次方程根的问题,分析,题型
5f7f3713de8ec80020d312a8,若抛物线y＝ax<sup>2</sup>+bx+c(a＞0)经过第四象限的点(1，-1)，则关于x的方程ax<sup>2</sup>+bx+c＝0的根的情况是(   ) A.有两个大于1的不相等实数根     B.有两个小于1的不相等实数根     C.有一个大于1另一个小于1的实数根     D.没有实数根,二次函数与一元二次方程的关系,分析,知识点
5f7f3771de8ec80020d312a9,已知关于x的分式方程 $\frac{2x+3}{x-2}＝\frac k{(x-2)(x+3)}+2$ 的解满足-4＜x＜-1，且k为整数，则符合条件的所有k值的乘积为(   ) A.正数 B.负数 C.零 D.无法确定,利用分式方程的解求待定字母,分析,题型
5f7f42edde8ec80020d312ab,计算： $\sqrt8-\tan45^\circ+(-2020)^0-(\sqrt2)^{-1}＝$                  .,特殊角的三角函数值,记忆,知识点
5f7f42edde8ec80020d312ab,计算： $\sqrt8-\tan45^\circ+(-2020)^0-(\sqrt2)^{-1}＝$                  .,负整数指数幂,记忆,知识点
5f7f42edde8ec80020d312ab,计算： $\sqrt8-\tan45^\circ+(-2020)^0-(\sqrt2)^{-1}＝$                  .,零指数幂,记忆,知识点
5f7f42edde8ec80020d312ab,计算： $\sqrt8-\tan45^\circ+(-2020)^0-(\sqrt2)^{-1}＝$                  .,实数的运算,应用,题型
5f807de5e8cfa8dc3ed30fd5,已知关于x的一元二次方程x<sup>2</sup>-4mx+3m<sup>2</sup>＝0(m＞0)的一个根比另一个根大2，则m的值为                 .,由根的情况确定字母的取值范围,分析,题型
5f8082ecde8ec80020d312b7,先化简，再求值：(2x+y)<sup>2</sup>+(x+2y)<sup>2</sup>-x(x+y)-2(x+2y)(2x+y)，其中 $x=\sqrt2+1$ ， $y=\sqrt2-1$ .,含有条件的二次根式的化简求值,分析,题型
5f808eefde8ec80020d312cd,有理数-2的相反数是(   ) A.2 B. $\frac12$  C.-2 D. $-\frac12$,求相反数,应用,题型
5f808eefde8ec80020d312cd,有理数-2的相反数是(   ) A.2 B. $\frac12$  C.-2 D. $-\frac12$,相反数的定义,记忆,知识点
5f80920bde8ec80020d312d5,若x为实数，在“ $(\sqrt3+1)\square x$ ”的“□”中添上一种运算符号(在“+，-，×，÷”中选择)后，其运算的结果为有理数，则x不可能是(   ) A. $\sqrt3+1$  B. $\sqrt3-1$  C. $2\sqrt3$  D. $1-\sqrt3$,二次根式的混合运算,应用,题型
5f80920bde8ec80020d312d5,若x为实数，在“ $(\sqrt3+1)\square x$ ”的“□”中添上一种运算符号(在“+，-，×，÷”中选择)后，其运算的结果为有理数，则x不可能是(   ) A. $\sqrt3+1$  B. $\sqrt3-1$  C. $2\sqrt3$  D. $1-\sqrt3$,有理数的定义,记忆,知识点
5f81f86b3e11b7119e99e99e,定义新运算“a*b”：对于任意实数a，b，都有a*b＝(a+b)(a-b)-1，其中等式右边是通常的加法、减法、乘法运算，例4*3＝(4+3)(4-3)-1＝7-1＝6.若x*k＝x(k为实数)是关于x的方程，则它的根的情况为(   ) A.有一个实数根 B.有两个相等的实数根 C.有两个不相等的实数根 D.没有实数根,新定义问题,分析,题型
5f81f86b3e11b7119e99e99e,定义新运算“a*b”：对于任意实数a，b，都有a*b＝(a+b)(a-b)-1，其中等式右边是通常的加法、减法、乘法运算，例4*3＝(4+3)(4-3)-1＝7-1＝6.若x*k＝x(k为实数)是关于x的方程，则它的根的情况为(   ) A.有一个实数根 B.有两个相等的实数根 C.有两个不相等的实数根 D.没有实数根,一元二次方程根的判别式,理解,知识点
5f81f86b3e11b7119e99e99e,定义新运算“a*b”：对于任意实数a，b，都有a*b＝(a+b)(a-b)-1，其中等式右边是通常的加法、减法、乘法运算，例4*3＝(4+3)(4-3)-1＝7-1＝6.若x*k＝x(k为实数)是关于x的方程，则它的根的情况为(   ) A.有一个实数根 B.有两个相等的实数根 C.有两个不相等的实数根 D.没有实数根,用根的判别式判断方程的根,应用,题型
5f81f9263e11b7119e99e9a0,若a＝(π-2020)<sup>0</sup>， $b＝-(\frac12)^{-1}$ ，c＝|-3|，则a，b，c的大小关系为                      .(用“＜”号连接),零指数幂,记忆,知识点
5f81f9263e11b7119e99e9a0,若a＝(π-2020)<sup>0</sup>， $b＝-(\frac12)^{-1}$ ，c＝|-3|，则a，b，c的大小关系为                      .(用“＜”号连接),负整数指数幂,记忆,知识点
5f81f9263e11b7119e99e9a0,若a＝(π-2020)<sup>0</sup>， $b＝-(\frac12)^{-1}$ ，c＝|-3|，则a，b，c的大小关系为                      .(用“＜”号连接),绝对值的定义,记忆,知识点
5f81f96efaf48d1f2a99e99d,若单项式2x<sup>m</sup>y<sup>3</sup>与3xy<sup>m</sup><sup>+</sup><sup>n</sup>是同类项，则 $\sqrt{2m+n}$ 的值为              .,同类项概念的理解与字母取值,应用,题型
5f81f96efaf48d1f2a99e99d,若单项式2x<sup>m</sup>y<sup>3</sup>与3xy<sup>m</sup><sup>+</sup><sup>n</sup>是同类项，则 $\sqrt{2m+n}$ 的值为              .,同类项的定义,记忆,知识点
5f81f96efaf48d1f2a99e99d,若单项式2x<sup>m</sup>y<sup>3</sup>与3xy<sup>m</sup><sup>+</sup><sup>n</sup>是同类项，则 $\sqrt{2m+n}$ 的值为              .,二次根式的化简,应用,题型
5f81fbff3e11b7119e99e9a4,我们约定：(a，b，c)为函数y＝ax<sup>2</sup>+bx+c的“关联数”，当其图象与坐标轴交点的横、纵坐标均为整数时，该交点为“整交点”.若关联数为(m，-m-2，2)的函数图象与x轴有两个整交点(m为正整数)，则这个函数图象上整交点的坐标为                                        .,新定义问题,分析,题型
5f81fbff3e11b7119e99e9a4,我们约定：(a，b，c)为函数y＝ax<sup>2</sup>+bx+c的“关联数”，当其图象与坐标轴交点的横、纵坐标均为整数时，该交点为“整交点”.若关联数为(m，-m-2，2)的函数图象与x轴有两个整交点(m为正整数)，则这个函数图象上整交点的坐标为                                        .,用韦达定理求参数的值,应用,题型
5f81fcb13e11b7119e99e9a5,先化简，再求值： $(1-\frac1a)\div\frac{a^2-1}{a^2+2a+1}$ ，其中a是不等式组 $\left\{\begin{array}{l}a-2\geq2-a①\2a-1<a+3②\end{array}\right.$ 的最小整数解.,求一元一次不等式的特殊解,分析,题型
5f81fcb13e11b7119e99e9a5,先化简，再求值： $(1-\frac1a)\div\frac{a^2-1}{a^2+2a+1}$ ，其中a是不等式组 $\left\{\begin{array}{l}a-2\geq2-a①\2a-1<a+3②\end{array}\right.$ 的最小整数解.,分式的化简与求值,应用,题型
5f81fda23e11b7119e99e9a6,阅读下列“问题”与“提示”后，将解方程的过程补充完整，求出x的值. 【问题】解方程： $x^2+2x+4\sqrt{x^2+2x}-5＝0$ . 【提示】可以用“换元法”解方程. 解：设 $\sqrt{x^2+2x}=t$ (t≥0)，则有x<sup>2</sup>+2x＝t<sup>2</sup> 原方程可化为：t<sup>2</sup>+4t-5＝0,新解题方法问题,评价与创造,题型
5f81fda23e11b7119e99e9a6,阅读下列“问题”与“提示”后，将解方程的过程补充完整，求出x的值. 【问题】解方程： $x^2+2x+4\sqrt{x^2+2x}-5＝0$ . 【提示】可以用“换元法”解方程. 解：设 $\sqrt{x^2+2x}=t$ (t≥0)，则有x<sup>2</sup>+2x＝t<sup>2</sup> 原方程可化为：t<sup>2</sup>+4t-5＝0,换元法解一元二次方程,应用,题型
5f81fda23e11b7119e99e9a6,阅读下列“问题”与“提示”后，将解方程的过程补充完整，求出x的值. 【问题】解方程： $x^2+2x+4\sqrt{x^2+2x}-5＝0$ . 【提示】可以用“换元法”解方程. 解：设 $\sqrt{x^2+2x}=t$ (t≥0)，则有x<sup>2</sup>+2x＝t<sup>2</sup> 原方程可化为：t<sup>2</sup>+4t-5＝0,换元法,理解,知识点
5f8323c23e11b7119e99e9bf,我国自主研发的“北斗系统”现已广泛应用于国防、生产和生活等各个领域，多项技术处于国际领先地位，其星载原子钟的精度，已经提升到了每3000000年误差1秒.数3000000用科学记数法表示为(   ) A.0.3×10<sup>6</sup> B.3×10<sup>7</sup> C.3×10<sup>6</sup> D.30×10<sup>5</sup>,科学记数法的定义,记忆,知识点
5f8323c23e11b7119e99e9bf,我国自主研发的“北斗系统”现已广泛应用于国防、生产和生活等各个领域，多项技术处于国际领先地位，其星载原子钟的精度，已经提升到了每3000000年误差1秒.数3000000用科学记数法表示为(   ) A.0.3×10<sup>6</sup> B.3×10<sup>7</sup> C.3×10<sup>6</sup> D.30×10<sup>5</sup>,用科学记数法表示数及递用还原数,应用,题型
5f8323ec3e11b7119e99e9c1,下列说法正确的是(   ) A.为了解人造卫星的设备零件的质量情况，选择抽样调查     B.方差是刻画数据波动程度的量     C.购买一张体育彩票必中奖，是不可能事件     D.掷一枚质地均匀的硬币，正面朝上的概率为1,调查方式的选择与判断,理解,题型
5f8323ec3e11b7119e99e9c1,下列说法正确的是(   ) A.为了解人造卫星的设备零件的质量情况，选择抽样调查     B.方差是刻画数据波动程度的量     C.购买一张体育彩票必中奖，是不可能事件     D.掷一枚质地均匀的硬币，正面朝上的概率为1,事件的识别与判断,理解,题型
5f8323ec3e11b7119e99e9c1,下列说法正确的是(   ) A.为了解人造卫星的设备零件的质量情况，选择抽样调查     B.方差是刻画数据波动程度的量     C.购买一张体育彩票必中奖，是不可能事件     D.掷一枚质地均匀的硬币，正面朝上的概率为1,方差,记忆,知识点
5f8323ec3e11b7119e99e9c1,下列说法正确的是(   ) A.为了解人造卫星的设备零件的质量情况，选择抽样调查     B.方差是刻画数据波动程度的量     C.购买一张体育彩票必中奖，是不可能事件     D.掷一枚质地均匀的硬币，正面朝上的概率为1,利用概率的定义求概率,应用,题型
5f83249a3e11b7119e99e9c4,一个圆锥的底面半径是4cm，其侧面展开图的圆心角是120°，则圆锥的母线长是(   ) A.8cm B.12cm C.16cm  D.24cm,圆锥的侧面展开图,理解,知识点
5f83249a3e11b7119e99e9c4,一个圆锥的底面半径是4cm，其侧面展开图的圆心角是120°，则圆锥的母线长是(   ) A.8cm B.12cm C.16cm  D.24cm,圆锥中角度与线段的计算,应用,题型
5f8324af3e11b7119e99e9c5,关于x的方程x<sup>2</sup>+2(m-1)x+m<sup>2</sup>-m=0有两个实数根α，β，且α<sup>2</sup>+β<sup>2</sup>=12，那么m的值为(   ) A.-1 B.-4 C.-4或1 D.-1或4,一元二次方程根的判别式,理解,知识点
5f8324af3e11b7119e99e9c5,关于x的方程x<sup>2</sup>+2(m-1)x+m<sup>2</sup>-m=0有两个实数根α，β，且α<sup>2</sup>+β<sup>2</sup>=12，那么m的值为(   ) A.-1 B.-4 C.-4或1 D.-1或4,用韦达定理求参数的值,应用,题型
5f8324af3e11b7119e99e9c5,关于x的方程x<sup>2</sup>+2(m-1)x+m<sup>2</sup>-m=0有两个实数根α，β，且α<sup>2</sup>+β<sup>2</sup>=12，那么m的值为(   ) A.-1 B.-4 C.-4或1 D.-1或4,一元二次方程的根与系数的关系（韦达定理）,理解,知识点
5f8324de3e11b7119e99e9c7,已知正n边形的一个内角为135°，则n的值是              .,已知多边形角的关系，求多边形的边数,应用,题型
5f8324fa3e11b7119e99e9c8,篮球联赛中，每场比赛都要分出胜负，每队胜1场得2分，负1场得1分.某队14场比赛得到23分，则该队胜了          场.,列二元一次方程组解决比赛积分问题,应用,题型
5f83256d3e11b7119e99e9ca,有3张看上去无差别的卡片，上面分别写着2，3，4.随机抽取1张后，放回并混在一起，再随机抽取1张，则两次取出的数字之和是奇数的概率为              .,用树状图法求概率,应用,题型
5f83258c3e11b7119e99e9cb,某商店销售一批头盔，售价为每顶80元，每月可售出200顶.在“创建文明城市”期间，计划将头盔降价销售，经调查发现：每降价1元，每月可多售出20顶.已知头盔的进价为每顶50元，则该商店每月获得最大利润时，每顶头盔的售价为             元.,利用二次函数解决商品销售问题,应用,题型
5f9ed05fe94ee86657845363,$\frac14$ 的倒数是(   ) A.4 B.-4 C. $\frac14$  D. $-\frac14$,求倒数,理解,题型
5f9ed05fe94ee86657845363,$\frac14$ 的倒数是(   ) A.4 B.-4 C. $\frac14$  D. $-\frac14$,倒数的概念,记忆,知识点
5f9ed0b7e94ee86657845366,下列计算正确的是(   ) A.a+a<sup>2</sup>＝a<sup>3</sup> B.a<sup>6</sup>÷a<sup>3</sup>＝a<sup>2</sup> C.(-a<sup>2</sup>b)<sup>3</sup>＝a<sup>6</sup>b<sup>3</sup> D.(a-2)(a+2)＝a<sup>2</sup>-4,同底数幂的除法运算法则,理解,知识点
5f9ed0b7e94ee86657845366,下列计算正确的是(   ) A.a+a<sup>2</sup>＝a<sup>3</sup> B.a<sup>6</sup>÷a<sup>3</sup>＝a<sup>2</sup> C.(-a<sup>2</sup>b)<sup>3</sup>＝a<sup>6</sup>b<sup>3</sup> D.(a-2)(a+2)＝a<sup>2</sup>-4,平方差公式的定义,记忆,知识点
5f9ed0b7e94ee86657845366,下列计算正确的是(   ) A.a+a<sup>2</sup>＝a<sup>3</sup> B.a<sup>6</sup>÷a<sup>3</sup>＝a<sup>2</sup> C.(-a<sup>2</sup>b)<sup>3</sup>＝a<sup>6</sup>b<sup>3</sup> D.(a-2)(a+2)＝a<sup>2</sup>-4,合并同类项定义与法则,理解,知识点
5f9ed0b7e94ee86657845366,下列计算正确的是(   ) A.a+a<sup>2</sup>＝a<sup>3</sup> B.a<sup>6</sup>÷a<sup>3</sup>＝a<sup>2</sup> C.(-a<sup>2</sup>b)<sup>3</sup>＝a<sup>6</sup>b<sup>3</sup> D.(a-2)(a+2)＝a<sup>2</sup>-4,积的乘方运算法则,理解,知识点
5f9ed14be94ee86657845368,已知平行四边形ABCD中，下列条件：①AB＝BC；②AC＝BD；③AC⊥BD；④AC平分∠BAD，其中能说明平行四边形ABCD是矩形的是(   ) A.① B.②  C.③ D.④,矩形的判定定理,理解,知识点
